M,19F,32CPHD941,이또한 사이즈를 큰사이즈도 만들었으면 더욱 잘나갔을듯
M,19F,32CPH3941,20대..
M,19F,32CPH3941,가격보다는 옷잘입는여성분들이 포인트되게 착용목적으로 구매
M,19F,32CPH3941,남성보다는 여성분들이 많이 착용
M,19F,32CPHG941,30대 주로 찾습니다.
M,19F,32CPHG941,창에 레터링이 있어서 고객님들이 좋아하십니다.
M,19F,32CPHG941,포인트가 있어서 유니크합니다.
M,19F,32CPH3941,"20,30 대의 여성고객님들이 많이보심. 두상사이즈는 다양함."
M,19F,32CPH3941,챙위 레터링이 스타일리쉬한 느낌을 주기도하고 포인트로 쓰기에 이쁨 
M,19F,32CPH3941,이 디자인같은경우는 두상이 큰사람도 깊게 푹쓸수있는 넉넉한 사이즈라서 썻을때의 스트릿감성이 돋보임 
M,19F,32CPH8941,20~30대 남녀
M,19F,32CPH8941,디자인이 시크함
M,19F,32CPH8941,멋있고 세련된 느낌 남녀 모두 괸찬음
M,19F,32CPHG941,젏은 층이라면 다들 좋아하는 디자인
M,19F,32CPHG941,핏감도 이쁘고 스트릿 감성을 추가해 많이 보심
M,19F,32CPHG941,시크하고 멋있고 패션의대한 센스가 넘침
M,19F,32CPH8941,가볍고 시원한 소재의 햇을 찾는분들. 보통 여행용
M,19F,32CPH8941,3~50대 여성고객층
M,19F,32CPH8941,쿨필드 소재로 핏이 딱 잡히지 않고 흐물흐물함. 깊이도 많이 깊어 착용시 귀가 불편하다/시야가 거슬린다 라는 의견 있음
M,19F,32CPH1941,20대
M,19F,32CPH1941,독특해서 모노그램이 인기가 상승해서
M,19F,32CPH1941,여자가 쓰기에 너무 크다 여자분들만 찾는다
M,19F,32CPH3941,20대 여성고객 
M,19F,32CPH3941,예뻐서 
M,19F,32CPH3941,둥근스타일의 버킷을 싫어하는 고객들이 선호함
M,19F,32CPH8941,30대 남성분들.
M,19F,32CPH8941,"색다른 소재,무난함"
M,19F,32CPH8941,더 편하다
M,19F,32CPHC941,20대 여성
M,19F,32CPHC941,디자인이 심플해서
M,19F,32CPHC941,여자가쓰기엔 너무 커보임
M,19F,32CPHV941,10대 20대 여성분들
M,19F,32CPHV941,디자인이 유니크하다.
M,19F,32CPHV941,색다르다.
M,19F,32CPH7941,미입고
M,19F,32CPH7941,미입고
M,19F,32CPH7941,미입고
M,19F,32CPH1941,20~30대  여성스럽고 머리기장이 긴여성들이 잘어울림
M,19F,32CPH1941,디자인차원에서 
M,19F,32CPH1941,사이즈가 약간 크지만 버킷햇은 원래 크게 착용하는걸 설명하면 별 무리없이 구매가능..챙이 약간 짧은듯 합니다
M,19F,32CPHD941,10대 후반에서 20대 초반
M,19F,32CPHD941,패션으로 착용목적
M,19F,32CPHD941,크라운 부분이 좀 타이트하다는 의견이 조금있었음
M,19F,32CPHB941,10~30대 남여 모두
M,19F,32CPHB941,디자인
M,19F,32CPHB941,기본형식이고 사이즈가 나와 남여모두에게 반응 좋음
M,19F,32CPHC941,20~30대 찾습니다.
M,19F,32CPHC941,기본 필체 로고여서 많은 고객분들이 찾습니다.
M,19F,32CPHC941,기본 버킷햇이여서 더 편한감이 있습니다.
M,19F,32CPH8941,20대~40대 고객들이 많이 찾지만 고연령층들이 더 좋아하심
M,19F,32CPH8941,디자인은 심플해서 깔끔함
M,19F,32CPH8941,착용 핏감은 머리 둘레를 좀더 큰 사이즈를 만들면 좋을듯
M,19F,32CPHA941,10-40대 고객층이 다양함
M,19F,32CPHA941,디자인이 깔끔하고 유니크함
M,19F,32CPHA941,편한싸이즈
M,19F,32CPHB941,10~30대 주로 찾습니다.
M,19F,32CPHB941,디자인이 무난해서 많이 찾습니다.
M,19F,32CPHB941,두상이 큰 남자 고객님들이 쓰기엔 작습니다.
M,19F,32CPHA941,10대층 어린분들이 선호하심
M,19F,32CPHA941,디자인은 귀여움
M,19F,32CPHA941,이또한 사이즈가 너무 작게만 나옴
M,19F,32CPHC941,3040대
M,19F,32CPHC941,유니크
M,19F,32CPHC941,편안한 느낌
M,19F,32CPHF941,2030대
M,19F,32CPHF941,여성스러움
M,19F,32CPHF941,여성고객이 많음
M,19F,32CPHO941,30~40대 주로 찾습니다.
M,19F,32CPHO941,디자인이 유니크하고 특이해서 찾습니다.
M,19F,32CPHO941,기본핏이여서 많은분들이 좋아하십니다.
M,19F,32CPH8941,20~30대 남여고객.
M,19F,32CPH8941,쿨필드소재.
M,19F,32CPH8941,가볍고 소재가 흐물흐물해서  각이 잘 안잡힘.
M,19F,32CPHI941,2030대
M,19F,32CPHI941,유니크
M,19F,32CPHI941,"남자는 적은 느낌,"
M,19F,32CPHC941,20~30
M,19F,32CPHC941,차양 ..디자인 모두 충족
M,19F,32CPHC941,챙기장이 적당하고 디자인도 예븝니다
M,19F,32CPHO941,3040대
M,19F,32CPHO941,유니크
M,19F,32CPHO941,로고 프린트가 포인트
M,19F,32CPHA941,20~30 고객층 여성 남성 
M,19F,32CPHA941,귀여워서 써보시는 분들도 많으며 요즘 햇의 인기로  트렌디해서 구매하심 
M,19F,32CPHA941,착용감이 좋으며 챙이 많이 안길어도 많이 가려짐 캐릭터가 예쁨
M,19F,32CPHA941,10~20대 여성고객
M,19F,32CPHA941,캐릭터 귀여움.
M,19F,32CPH1941,10-20대의 여성고객
M,19F,32CPH1941,깊이가 낮다
M,19F,32CPH1941,패션
M,19F,32CPH1941,30대 초중반 여성분들이 많이 보심.
M,19F,32CPH1941,패턴이 유행이라 많이들 보심.
M,19F,32CPH1941,여자가 쓰기엔 너무 크다.
M,19F,32CPH1941,1~30대 여성고객 (특히 중국 고객)
M,19F,32CPH1941,디자인 패턴
M,19F,32CPHD941,20대 여성
M,19F,32CPHD941,디자인
M,19F,32CPHD941,사이즈가 나오고 둥근 형태라 여성분 쓰기 좋음. 남자분들한테는 작음.
M,19F,32CPHD941,"10,20대여성남성"
M,19F,32CPHD941,스타일링용
M,19F,32CPHD941,너무낮아착용을해보시면판매로이어지기힘들어요 
M,19F,32CPHE941,나이와성별다양하게인기가좋습니다.
M,19F,32CPHE941,시크한디자인
M,19F,32CPHE941,깊이감과둘레가적당합니다.다만두상작은여성분드러에겐많이커서사이즈가나왔으면 합니다.
M,19F,32CPHI941,20~30대남성
M,19F,32CPHI941,디자인이유니크함
M,19F,32CPHI941,더멋있긴하나 남자가쓰기엔 싸이즈가좀작아요
M,19F,32CPHI941,20대 여성
M,19F,32CPHI941,디자인
M,19F,32CPH9941,20~30대 
M,19F,32CPH9941,빈티지하고 자연스러운 느낌
M,19F,32CPH9941,햇의 멋스러움에 빈티지의 자연스러움이 더함
M,19F,32CPHC941,30-40대
M,19F,32CPHC941,깔끔한디자인
M,19F,32CPHC941,더편하다
M,19F,32CPH3941,3040대
M,19F,32CPH3941,유니크
M,19F,32CPH3941,로고포인트 여성고객 판매가 주를 이룸
M,19F,32CPH9941,10대~30대 주연령층은 10대분들이 많이 하심
M,19F,32CPH9941,힙합을 좋아한다면 많이 쓰시는 스트릿 감성
M,19F,32CPH9941,다른 브랜드의 비해서는 둘레가 너무 작음
M,19F,32CPHA941,3040대
M,19F,32CPHA941,여성스러움
M,19F,32CPHA941,남자 쓰기에 작은느낌.
M,19F,32CPHD941,시크한 느낌
M,19F,32CPHD941,두상 작은 고객 판매 용이
M,19F,32CPH1941,10-40대 다양한 고객층
M,19F,32CPH1941,디자인이 이쁨
M,19F,32CPH1941,멋있고 흔하지않은 디자인
M,19F,32CPHE941,20대가 많이 찾긴하지만 인기상품은 아님...
M,19F,32CPHE941,디자인은 그냥 심플
M,19F,32CPHE941,남여에게 사이즈가 적절치 않음 여자는 크고 남자는 작고 예매한 둘레를 만들었다고 봄
M,19F,32CPH3941,"20~30대 남여모두, 기본적인 얼굴, 두상 사이즈가 평균 이하는 쓰기 어려움."
M,19F,32CPH3941,디자인이 유니크해서
M,19F,32CPH3941,작기도 크기도하다. 줄일 수 없는 데에 비해 프리사이즈라는건 좀 한계가 있다.
M,19F,32CPHA941,챙기장이 길어 구매고객이 한정됨
M,19F,32CPHA941,10~20대
