MISSION_SEQ,INFL_CHANNEL_NICK,LINK,UPLOAD_DATE,END_DATE,FOLLOWER_CNT,follower_score,LIKE_CNT,REPLY_CNT,CONTENT_QLTY,HASHTAG_CMPLN,interaction,interaction_score,due,due_score,hashtag_score,quality_score,ttl_score,CLS
200,hello_whyy,https://www.instagram.com/p/CEVuM-QD22L/,2020-08-26,2020-10-06,74668,20,677,5,40.0,20.0,682,15,-41 days +00:00:00.000000000,1,10.0,20.0,65.0,B
200,bb_stg,https://www.instagram.com/p/CEQVVO-jXqU/?utm_source=ig_web_copy_link,2020-09-23,2020-10-06,10409,10,600,15,30.0,20.0,615,10,-13 days +00:00:00.000000000,1,10.0,15.0,45.0,C
212,alyisia_gry,https://www.instagram.com/p/CEiGOHvsbhs/,2020-08-31,2020-09-21,273210,25,4371,99,40.0,20.0,4470,20,-21 days +00:00:00.000000000,1,10.0,20.0,75.0,B
212,koo_jg,https://www.instagram.com/p/CEquhEFH3F8/,2020-09-03,2020-09-21,10095,10,286,4,40.0,20.0,290,10,-18 days +00:00:00.000000000,1,10.0,20.0,50.0,C
212,barbie_rachel_q.p,https://www.instagram.com/p/CFNUYftHA7U/,2020-09-17,2020-09-21,67193,20,7471,23,10.0,20.0,7494,20,-4 days +00:00:00.000000000,1,10.0,5.0,55.0,B
212,_sunheekimm,https://www.instagram.com/p/CEtWbfEn-ur/,2020-09-04,2020-09-21,14468,10,418,13,40.0,20.0,431,10,-17 days +00:00:00.000000000,1,10.0,20.0,50.0,C
212,ssu_ming,https://www.instagram.com/p/CEwAMB0HFE2/,2020-09-05,2020-09-21,9629,5,207,11,40.0,20.0,218,5,-16 days +00:00:00.000000000,1,10.0,20.0,40.0,C
212,godo.re,https://www.instagram.com/p/CEqf3SEjDIR/,2020-09-03,2020-09-21,14606,10,820,35,40.0,20.0,855,15,-18 days +00:00:00.000000000,1,10.0,20.0,55.0,B
212,xhaenax,https://www.instagram.com/p/CEgKr3ZHMMU/,2020-08-30,2020-09-21,125416,25,1256,15,30.0,20.0,1271,15,-22 days +00:00:00.000000000,1,10.0,15.0,65.0,B
212,rolemodel_ryu,https://www.instagram.com/p/CEtWj4plhZN/,2020-09-04,2020-09-21,151134,25,2671,45,40.0,20.0,2716,15,-17 days +00:00:00.000000000,1,10.0,20.0,70.0,B
212,somevely,https://www.instagram.com/p/CEyeVM4BsTS/,2020-09-06,2020-09-21,39239,15,176,13,30.0,20.0,189,1,-15 days +00:00:00.000000000,1,10.0,15.0,41.0,C
212,dj_siena,https://www.instagram.com/p/CEvdiQVFcpe/,2020-09-05,2020-09-21,637369,35,9142,73,40.0,20.0,9215,20,-16 days +00:00:00.000000000,1,10.0,20.0,85.0,A
212,pongnim_c,https://www.instagram.com/p/CE_vcZUAghp/,2020-09-11,2020-09-21,146703,25,1683,49,40.0,20.0,1732,15,-10 days +00:00:00.000000000,1,10.0,20.0,70.0,B
212,jyong2,https://www.instagram.com/p/CEjGww6B-ma/,2020-08-31,2020-09-21,48066,15,527,18,30.0,20.0,545,10,-21 days +00:00:00.000000000,1,10.0,15.0,50.0,C
212,sjiwoo_o,https://www.instagram.com/p/CFCUHkDDwNK/,2020-09-12,2020-09-21,1821,5,147,0,40.0,20.0,147,1,-9 days +00:00:00.000000000,1,10.0,20.0,36.0,C
212,shinnashinna,https://www.instagram.com/p/CEwDufMHNJM/,2020-09-05,2020-09-21,3279,5,183,9,40.0,20.0,192,1,-16 days +00:00:00.000000000,1,10.0,20.0,36.0,C
212,shinsoo0825,https://www.instagram.com/p/CFCCfQohyIn/,2020-09-12,2020-09-21,12075,10,268,4,30.0,20.0,272,5,-9 days +00:00:00.000000000,1,10.0,15.0,40.0,C
212,euddeume_,https://www.instagram.com/p/CFJt1-jFL4o/,2020-09-15,2020-09-21,404200,30,7802,37,40.0,20.0,7839,20,-6 days +00:00:00.000000000,1,10.0,20.0,80.0,B
212,foxy.is.me,https://www.instagram.com/p/CEs3qJBnM8j/?utm_source=ig_web_copy_link,2020-09-15,2020-09-21,74945,20,579,0,40.0,20.0,579,10,-6 days +00:00:00.000000000,1,10.0,20.0,60.0,B
212,__yhho,https://www.instagram.com/p/CE4L9TVlbp6/,2020-09-08,2020-09-21,123135,25,3839,75,10.0,20.0,3914,20,-13 days +00:00:00.000000000,1,10.0,5.0,60.0,B
212,sangeunann,https://www.instagram.com/p/CFML-7NAHSX/,2020-09-16,2020-09-21,30090,15,488,24,30.0,20.0,512,10,-5 days +00:00:00.000000000,1,10.0,15.0,50.0,C
212,5jhyun,https://www.instagram.com/p/CEq0knFlc69/,2020-09-03,2020-09-21,5761,5,262,8,40.0,20.0,270,5,-18 days +00:00:00.000000000,1,10.0,20.0,40.0,C
212,yoon_hh,https://www.instagram.com/p/CEeINorHHQv/,2020-08-29,2020-09-21,235207,25,2867,10,40.0,20.0,2877,15,-23 days +00:00:00.000000000,1,10.0,20.0,70.0,B
212,lee_jaedoo,https://www.instagram.com/p/CEwK2F4pOQy/,2020-09-05,2020-09-21,3767,5,191,24,40.0,20.0,215,5,-16 days +00:00:00.000000000,1,10.0,20.0,40.0,C
212,onlyonefreedom,https://www.instagram.com/p/CE9GxT2DpAX/,2020-09-10,2020-09-21,50053,20,676,34,40.0,20.0,710,15,-11 days +00:00:00.000000000,1,10.0,20.0,65.0,B
212,rockchaeeun,https://www.instagram.com/p/CFopkoapKe6/?utm_source=ig_web_copy_link,2020-09-15,2020-09-21,201065,25,1637,30,40.0,10.0,1667,15,-6 days +00:00:00.000000000,1,5.0,20.0,65.0,B
212,yuna_1_27,https://www.instagram.com/p/CElblBInd43/,2020-09-01,2020-09-21,121495,25,24286,108,40.0,20.0,24394,20,-20 days +00:00:00.000000000,1,10.0,20.0,75.0,B
212,jl_yoojin,https://www.instagram.com/p/CEn9UvPjEjS/,2020-09-02,2020-09-21,114398,25,680,3,40.0,20.0,683,10,-19 days +00:00:00.000000000,1,10.0,20.0,65.0,B
212,meun_miu,https://www.instagram.com/p/CE9Qt6_DUKF/,2020-09-10,2020-09-21,2238,5,153,25,40.0,10.0,178,1,-11 days +00:00:00.000000000,1,5.0,20.0,31.0,C
212,been_0.0_,https://www.instagram.com/p/CErLfmXAGvY/,2020-09-03,2020-09-21,3843,5,280,27,40.0,20.0,307,10,-18 days +00:00:00.000000000,1,10.0,20.0,45.0,C
212,zizian_ber,https://www.instagram.com/p/CE-0pI8li2r/,2020-09-11,2020-09-21,16922,10,452,12,10.0,,464,10,-10 days +00:00:00.000000000,1,,5.0,,D
212,lovely_cmj,https://www.instagram.com/p/CFGatVvj8Rg/,2020-09-14,2020-09-21,34938,15,191,8,40.0,20.0,199,1,-7 days +00:00:00.000000000,1,10.0,20.0,46.0,C
212,2seu1,https://www.instagram.com/p/CE3qYGygf_E/,2020-09-08,2020-09-21,28440,10,152,8,30.0,20.0,160,1,-13 days +00:00:00.000000000,1,10.0,15.0,36.0,C
212,__c330,https://www.instagram.com/p/CE1xuOkFNBw/,2020-09-08,2020-09-21,7309,5,230,12,40.0,20.0,242,5,-13 days +00:00:00.000000000,1,10.0,20.0,40.0,C
212,sor.andipity_,https://www.instagram.com/p/CFARJ1pMtit/,2020-09-12,2020-09-21,3271,5,192,15,40.0,20.0,207,5,-9 days +00:00:00.000000000,1,10.0,20.0,40.0,C
212,hajeewon_,https://www.instagram.com/p/CE1HNDiDnds/,2020-09-07,2020-09-21,617,5,159,8,40.0,20.0,167,1,-14 days +00:00:00.000000000,1,10.0,20.0,36.0,C
212,redlic_haeun95,https://www.instagram.com/p/CEiq8dvJeLI/,2020-08-31,2020-09-21,86663,20,3092,19,40.0,20.0,3111,20,-21 days +00:00:00.000000000,1,10.0,20.0,70.0,B
212,h_hyunh_,https://www.instagram.com/p/CE4Zt6Pl5eN/,2020-09-09,2020-09-21,8824,5,236,11,40.0,20.0,247,5,-12 days +00:00:00.000000000,1,10.0,20.0,40.0,C
212,ya.stacey,https://www.instagram.com/p/CFJy60XHN_D/,2020-09-15,2020-09-21,245074,25,3405,27,40.0,20.0,3432,20,-6 days +00:00:00.000000000,1,10.0,20.0,75.0,B
